,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
47,47,48,20,FV,84.0,11096,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1632.0,1656.0,GasA,Ex,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2006.0,RFn,3.0,826.0,TA,TA,Y,0,146,0,0,0,0,0,7,2007,WD,Normal,2.519953236804234
48,48,49,190,RM,33.0,4456,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,736.0,736.0,GasA,Gd,Y,SBrkr,736,716,0,1452,0.0,0.0,2,0,2,3,TA,8,Typ,0,Attchd,1978.1134057971012,Unf,0.0,0.0,TA,TA,N,0,0,102,0,0,0,0,6,2009,New,Partial,2.4540300955780205
49,49,50,20,RL,66.0,7742,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,Unf,0.0,192.0,955.0,GasA,Ex,Y,SBrkr,955,0,0,955,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1966.0,Unf,1.0,386.0,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,2.4640185346254393
50,50,51,60,RL,69.30579531442663,13869,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0.0,612.0,794.0,GasA,Gd,Y,SBrkr,794,676,0,1470,0.0,1.0,2,0,3,1,TA,6,Typ,0,Attchd,1997.0,Fin,2.0,388.0,TA,TA,Y,0,75,0,0,0,0,0,7,2007,WD,Normal,2.4918744028146134
51,51,52,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,816,0,360,1176,0.0,0.0,1,0,3,1,TA,6,Typ,1,Detchd,1985.0,Unf,2.0,528.0,TA,TA,Y,112,0,0,0,0,0,400,9,2006,WD,Normal,2.4551628308515663
52,52,53,90,RM,110.0,8472,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104.0,GLQ,712.0,0.0,816.0,GasA,TA,N,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,TA,5,Typ,0,CarPort,1963.0,Unf,2.0,516.0,TA,TA,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,2.4517148155804023
53,53,54,20,RL,68.0,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,32.0,1842.0,GasA,Gd,Y,SBrkr,1842,0,0,1842,2.0,0.0,0,1,0,1,Gd,5,Typ,1,Attchd,1981.0,Fin,3.0,894.0,TA,TA,Y,857,72,0,0,0,0,0,11,2006,WD,Normal,2.5541993684595075
54,54,55,80,RL,60.0,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,0.0,384.0,GasA,TA,Y,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,TA,6,Min1,1,Detchd,1962.0,Unf,2.0,572.0,TA,TA,Y,0,50,0,0,0,0,0,2,2007,WD,Normal,2.46600324507219
55,55,56,20,RL,100.0,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935.0,1425.0,GasA,Gd,Y,SBrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,TA,7,Typ,1,Attchd,1964.0,RFn,2.0,576.0,TA,TA,Y,0,0,0,407,0,0,0,7,2008,WD,Normal,2.4934935149728026
56,56,57,160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,0.0,321.0,970.0,GasA,Ex,Y,SBrkr,983,756,0,1739,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,1999.0,Fin,2.0,480.0,TA,TA,Y,115,0,0,0,0,0,0,8,2009,WD,Abnorml,2.489740988473999
57,57,58,60,RL,89.0,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,860.0,GasA,Ex,Y,SBrkr,860,860,0,1720,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2004.0,RFn,2.0,565.0,TA,TA,Y,0,70,0,0,0,0,0,8,2006,WD,Normal,2.5004861327950803
58,58,59,60,RL,66.0,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410.0,1410.0,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,Gd,10,Typ,1,BuiltIn,2006.0,Fin,3.0,641.0,TA,TA,Y,192,0,37,0,0,0,0,10,2006,New,Partial,2.5643148044440447
59,59,60,20,RL,60.0,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0.0,148.0,780.0,GasA,Ex,Y,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,196,0,0,0,0,0,0,1,2008,WD,Normal,2.4625987260254028
60,60,61,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,Gd,5,Typ,0,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,0,50,0,0,0,0,0,5,2006,New,Partial,2.482432784973651
61,61,62,75,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,TA,N,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,1,Fa,6,Typ,0,Detchd,1935.0,Unf,1.0,288.0,TA,TA,N,0,0,144,0,0,0,0,3,2007,WD,Normal,2.444334259168214
62,62,63,120,RL,44.0,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,120,49,0,0,0,0,0,10,2007,WD,Normal,2.5029508009500403
63,63,64,70,RM,50.0,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,TA,9,Typ,0,Detchd,1990.0,Unf,2.0,480.0,TA,TA,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,2.4722770394194904
64,64,65,60,RL,69.30579531442663,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,1057.0,GasA,Ex,Y,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,2.5095266997049
65,65,66,60,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2004.0,RFn,3.0,852.0,TA,TA,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,2.538973112073205
66,66,67,20,RL,69.30579531442663,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912.0,Unf,0.0,1035.0,1947.0,GasA,TA,Y,SBrkr,2207,0,0,2207,1.0,0.0,2,0,3,1,TA,7,Min1,1,Attchd,1970.0,RFn,2.0,576.0,TA,TA,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,2.4932643045793426
67,67,68,20,RL,72.0,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.0,Unf,0.0,440.0,1453.0,GasA,Ex,Y,SBrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2003.0,RFn,2.0,558.0,TA,TA,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,2.511896643997454
68,68,69,30,RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,1945.0,Unf,1.0,220.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,2.4238980612040533
69,69,70,50,RL,81.0,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603.0,Unf,0.0,701.0,1304.0,GasW,TA,Y,SBrkr,1304,983,0,2287,0.0,0.0,2,0,3,1,TA,7,Typ,1,Attchd,1953.0,Fin,2.0,667.0,TA,TA,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,2.5115368702785252
70,70,71,20,RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880.0,Unf,0.0,343.0,2223.0,GasA,Ex,Y,SBrkr,2223,0,0,2223,1.0,0.0,2,0,3,1,TA,8,Typ,2,Attchd,1973.0,Fin,2.0,516.0,TA,TA,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,2.5180934506011994
71,71,72,20,RL,69.0,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,0.0,280.0,845.0,GasA,TA,Y,SBrkr,845,0,0,845,1.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1987.0,Unf,2.0,360.0,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,2.46567593253044
72,72,73,60,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,885,833,0,1718,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1998.0,Fin,2.0,427.0,TA,TA,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,2.4955259898129083
73,73,74,20,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,BLQ,362.0,404.0,1086.0,GasA,Gd,Y,SBrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1989.0,Unf,2.0,490.0,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,2.4751760547571364
74,74,75,50,RM,60.0,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Gd,N,SBrkr,840,765,0,1605,0.0,0.0,2,0,3,2,TA,8,Typ,0,Detchd,1915.0,Unf,1.0,379.0,TA,TA,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,2.449652067753304
75,75,76,180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0.0,462.0,GasA,TA,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,BuiltIn,1973.0,Unf,1.0,297.0,TA,TA,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,2.435244899628989
76,76,77,20,RL,69.30579531442663,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,952.0,GasA,Ex,Y,FuseA,952,0,0,952,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1956.0,Unf,1.0,283.0,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,2.469672043392189
77,77,78,50,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41.0,295.0,672.0,GasA,TA,Y,SBrkr,1072,213,0,1285,1.0,0.0,1,0,2,1,TA,6,Min1,0,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,2.4640185346254393
78,78,79,90,RL,72.0,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,1768.0,GasA,TA,N,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,TA,8,Typ,0,Attchd,1978.1134057971012,Unf,0.0,0.0,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,2.4701381210848408
79,79,80,50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,Gd,Y,SBrkr,682,548,0,1230,0.0,0.0,1,1,2,1,TA,5,Typ,0,Detchd,1966.0,Unf,2.0,440.0,TA,TA,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,2.4517148155804023
80,80,81,60,RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,896.0,GasA,TA,Y,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Attchd,1968.0,Fin,1.0,509.0,TA,TA,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,2.4992230782094196
81,81,82,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,0.0,36.0,1237.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,TA,5,Typ,0,Attchd,1998.0,Fin,2.0,405.0,TA,TA,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,2.480016030683119
82,82,83,20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,1563.0,GasA,Ex,Y,SBrkr,1563,0,0,1563,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,2.5184231028679545
83,83,84,20,RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1065.0,1065.0,GasA,Gd,Y,SBrkr,1065,0,0,1065,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1974.0,Unf,2.0,461.0,TA,TA,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,2.463682807952433
84,84,85,80,RL,69.30579531442663,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,804,670,0,1474,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,1995.0,Fin,2.0,400.0,TA,TA,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,2.487793398182141
85,85,86,60,RL,121.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1288.0,1288.0,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,1991.0,Unf,2.0,462.0,TA,TA,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,2.5232004037997515
86,86,87,60,RL,122.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Ex,Y,SBrkr,684,876,0,1560,0.0,0.0,2,1,3,1,Gd,6,Typ,1,BuiltIn,2005.0,Fin,2.0,400.0,TA,TA,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,2.4904587564623863
87,87,88,160,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,612.0,612.0,GasA,Ex,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,0,234,0,0,0,0,0,6,2009,New,Partial,2.485795075786355
88,88,89,50,C (all),105.0,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1013.0,1013.0,GasA,TA,N,SBrkr,1013,0,513,1526,0.0,0.0,1,0,2,1,Fa,6,Typ,0,Attchd,1978.1134057971012,Unf,0.0,0.0,TA,TA,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,2.4292535613892587
89,89,90,20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588.0,Unf,0.0,402.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1978.1134057971012,Unf,0.0,0.0,TA,TA,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,2.4617067533428205
90,90,91,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0.0,Unf,0.0,0.0,0.0,GasA,TA,Y,FuseA,1040,0,0,1040,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,2.4516364625866887
91,91,92,20,RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,635.0,1235.0,GasA,TA,Y,SBrkr,1235,0,0,1235,0.0,0.0,1,0,2,1,TA,6,Typ,0,Attchd,1961.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,2.4422449902141423
92,92,93,30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,876.0,GasA,Ex,Y,SBrkr,964,0,0,964,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1921.0,Unf,2.0,432.0,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,2.48528726645424
93,93,94,190,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046.0,Unf,0.0,168.0,1214.0,GasW,Ex,N,SBrkr,1260,1031,0,2291,0.0,1.0,2,0,4,2,TA,9,Typ,1,Detchd,1900.0,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,2.4685103395935983
94,94,95,60,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648.0,Unf,0.0,176.0,824.0,GasA,Ex,Y,SBrkr,905,881,0,1786,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,1997.0,RFn,2.0,684.0,TA,TA,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,2.5038547455495594
95,95,96,60,RL,69.30579531442663,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310.0,Unf,0.0,370.0,680.0,GasA,Gd,Y,SBrkr,680,790,0,1470,0.0,0.0,2,1,3,1,TA,6,Typ,1,BuiltIn,1993.0,Fin,2.0,420.0,TA,TA,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,2.4955259898129083
